epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,5042.81,1.16757,0.60696,1.14026,0.91796,0.94726,0.97263,0.65477,1.20511,0.52385,1.21496,0.0074458,0.0074458,0.0074458
131,5081.32,1.15735,0.60095,1.13846,0.9066,0.94652,0.96355,0.64618,1.19404,0.53595,1.20683,0.007426,0.007426,0.007426
132,5120.15,1.15889,0.59404,1.15186,0.91289,0.94428,0.9667,0.6565,1.19768,0.52483,1.20914,0.0074062,0.0074062,0.0074062
133,5159.34,1.15508,0.59677,1.13376,0.89913,0.94906,0.96761,0.66045,1.18096,0.52269,1.20208,0.0073864,0.0073864,0.0073864
134,5199.09,1.15615,0.59358,1.14146,0.90123,0.94925,0.96352,0.64839,1.19708,0.53817,1.21135,0.0073666,0.0073666,0.0073666
135,5237.62,1.15263,0.59812,1.14623,0.90523,0.94094,0.96459,0.64666,1.21018,0.5375,1.21788,0.0073468,0.0073468,0.0073468
136,5277.33,1.16822,0.61517,1.1501,0.90258,0.94948,0.97131,0.65285,1.20777,0.53383,1.21538,0.007327,0.007327,0.007327
137,5317.29,1.15943,0.61446,1.13934,0.91057,0.93209,0.96602,0.6554,1.18653,0.53325,1.20653,0.0073072,0.0073072,0.0073072
138,5356.71,1.14402,0.59477,1.14752,0.92331,0.9344,0.97087,0.66469,1.18363,0.52208,1.20246,0.0072874,0.0072874,0.0072874
139,5395.84,1.14257,0.5936,1.12651,0.90959,0.93433,0.96662,0.65133,1.19815,0.53398,1.21674,0.0072676,0.0072676,0.0072676
140,5433.94,1.14283,0.58859,1.13454,0.89817,0.94786,0.9676,0.65387,1.19185,0.53578,1.2083,0.0072478,0.0072478,0.0072478
141,5471.57,1.14066,0.58612,1.12888,0.90265,0.95029,0.96823,0.64391,1.21296,0.53628,1.21649,0.007228,0.007228,0.007228
142,5509.41,1.13881,0.59655,1.13626,0.89143,0.96119,0.97076,0.66339,1.17328,0.52666,1.19336,0.0072082,0.0072082,0.0072082
143,5548.45,1.13566,0.58525,1.1309,0.91799,0.94527,0.96442,0.65416,1.19131,0.52507,1.20453,0.0071884,0.0071884,0.0071884
144,5587.72,1.13451,0.57845,1.13168,0.90037,0.94527,0.96819,0.65256,1.19987,0.52506,1.21208,0.0071686,0.0071686,0.0071686
145,5625.83,1.12219,0.58235,1.1203,0.91288,0.92935,0.97173,0.66374,1.1927,0.5298,1.20963,0.0071488,0.0071488,0.0071488
146,5665.01,1.13388,0.58485,1.12786,0.90134,0.94536,0.97012,0.66679,1.17698,0.52403,1.19933,0.007129,0.007129,0.007129
147,5704.79,1.13231,0.58294,1.13697,0.89011,0.96718,0.97465,0.66805,1.19082,0.51407,1.20496,0.0071092,0.0071092,0.0071092
148,5742.91,1.11626,0.58012,1.12866,0.90976,0.95293,0.97189,0.65437,1.18091,0.52167,1.20031,0.0070894,0.0070894,0.0070894
149,5780.78,1.1275,0.58482,1.13614,0.90472,0.95323,0.96985,0.66491,1.18457,0.51563,1.2034,0.0070696,0.0070696,0.0070696
150,5818.39,1.13587,0.5908,1.12931,0.90908,0.94514,0.97251,0.66163,1.1856,0.51889,1.20348,0.0070498,0.0070498,0.0070498
151,5856.92,1.11328,0.58106,1.11325,0.91391,0.94328,0.97053,0.66308,1.18272,0.516,1.20381,0.00703,0.00703,0.00703
152,5895.74,1.13417,0.5862,1.13723,0.9149,0.9403,0.96922,0.66508,1.1796,0.52412,1.2013,0.0070102,0.0070102,0.0070102
153,5935.26,1.10757,0.57804,1.11901,0.91625,0.94428,0.96898,0.66359,1.17818,0.51134,1.19851,0.0069904,0.0069904,0.0069904
154,5974.39,1.11781,0.57992,1.11848,0.91425,0.95025,0.97385,0.66043,1.18301,0.51704,1.20346,0.0069706,0.0069706,0.0069706
155,6013.2,1.10536,0.58073,1.12321,0.92156,0.94328,0.97152,0.66472,1.18765,0.52057,1.20556,0.0069508,0.0069508,0.0069508
156,6052.84,1.12806,0.58436,1.11744,0.92302,0.93532,0.97343,0.65999,1.18658,0.51189,1.21029,0.006931,0.006931,0.006931
157,6091.48,1.11123,0.5835,1.1222,0.91873,0.94826,0.96794,0.65956,1.18801,0.52036,1.20735,0.0069112,0.0069112,0.0069112
